route_id,service_id,trip_id,trip_headsign,direction_id,block_id
Z4,49929-__Z403-LAMJV,5207729,Bondues Bondues Ravennes,0,
60E,49978-_60E02-LAMJV,5214170,Leers Coeur De Ville,1,
65,49959-__6507-LAMJV,5210027,Armentieres Armentieres Gare,0,
66,49909-__6627-LAMJV,5206283,Forest Sur Marque Eglise,0,
82,49888-__8202-LAMJV,5203068,Armentieres Armentieres Gare,1,
82,49888-__8210-LAMJV,5203080,Armentieres Armentieres Gare,1,
82,49888-__8211-LAMJV,5203081,Armentieres Armentieres Gare,1,
82,49888-__8212-LAMJV,5203083,Armentieres Armentieres Gare,1,
82,49888-__8219-LAMJV,5203090,Tourcoing Pt De Neuville,0,
902,49683-_90217-LAJV,5177587,Bondues Les Saules,1,
921,49036-_92105-LAJV,5071173,Wattignies Cimetiere,1,
938,49043-_93802-LAJV,5071225,Armentieres Armentieres Gare,0,
CITH,49064-CITH01-LAMJV,5071724,Halluin Hotel De Ville,0,
CITH,49064-CITH01-LAMJV,5071729,Halluin Hotel De Ville,0,
CITH,49064-CITH01-LAMJV,5071730,Halluin Hotel De Ville,0,
CITH,49064-CITH03-LAMJV,5071735,Halluin Hotel De Ville,0,
CITH,49064-CITH04-LAMJV,5071738,Halluin Hotel De Ville,0,
CITH,49064-CITH04-LAMJV,5071739,Halluin Hotel De Ville,0,
CITH,49064-CITH06-LAMJV,5071742,Halluin Hotel De Ville,0,
CITH,49064-CITH06-LAMJV,5071751,Halluin Hotel De Ville,0,
65R,49431-_65R11-LAMJV,5118124,Armentieres Armentieres Gare,0,
69R,49435-_69R16-LAMJV,5118169,Sainghin En Melantois Cimetiere,1,
69R,49435-_69R18-LAMJV,5118171,Sainghin En Melantois Cimetiere,1,
20R,49389-_20R32-LAMJV,5117069,Lesquin Gare,0,
33,48838-__3301-LAMJV,5055632,Leers Coeur De Ville,0,
33,48838-__3303-LAMJV,5055667,Leers Coeur De Ville,0,
33,48838-__3304-LAMJV,5055684,Leers Coeur De Ville,0,
14,50030-__1401-LAMJV,5221458,Wattignies Cimetiere,1,
14,50030-__1401-LAMJV,5221462,Wattignies Marais,1,
14,50030-__1402-LAMJV,5221477,Wattignies Marais,1,
14,50030-__1411-LAMJV,5221582,Wattignies Cimetiere,1,
14,50030-__1414-LAMJV,5221611,Wattignies Marais,1,
14,50030-__1415-LAMJV,5221624,Wattignies Marais,1,
L2,49882-__L250-LAMJV,5202690,Loos Les Oliveaux,1,
L2,49882-__L251-LAMJV,5202721,Loos Les Oliveaux,1,
L2,49882-__L253-LAMJV,5202732,Loos Les Oliveaux,1,
L2,49882-__L254-LAMJV,5202756,Loos Les Oliveaux,1,
L2,49882-__L254-LAMJV,5202764,Loos Les Oliveaux,1,
L2,49882-__L257-LAMJV,5202816,Loos Les Oliveaux,1,
L2,49882-__L257-LAMJV,5202820,Loos Les Oliveaux,1,
L2,49882-__L258-LAMJV,5202836,Loos Les Oliveaux,1,
L2,49882-__L258-LAMJV,5202844,Loos Les Oliveaux,1,
L2,49882-__L259-LAMJV,5202853,Loos Les Oliveaux,1,
L2,49882-__L259-LAMJV,5202855,Loos Les Oliveaux,1,
L2,49882-__L259-LAMJV,5202857,Loos Les Oliveaux,1,
L5,50016-__L561-LAMJV,5219208,Marcq En Baroeul Montgolfier,1,
L5,50016-__L563-LAMJV,5219235,Marcq En Baroeul Montgolfier,1,
L5,50016-__L564-LAMJV,5219255,Marcq En Baroeul Montgolfier,1,
L5,50016-__L569-LAMJV,5219328,Marcq En Baroeul Montgolfier,1,
L5,50016-__L571-LAMJV,5219366,Marcq En Baroeul Montgolfier,1,
15,48889-__1502-LAMJV,5062951,Lesquin Verdun,0,
15,48889-__1502-LAMJV,5062959,Lesquin Verdun,0,
15,48889-__1502-LAMJV,5062961,Lesquin Verdun,0,
15,48889-__1503-LAMJV,5062987,Lesquin Verdun,0,
15,48889-__1504-LAMJV,5062994,Lesquin Verdun,0,
15,48889-__1506-LAMJV,5063029,Lesquin Verdun,0,
15,48889-__1510-LAMJV,5063065,Lesquin Verdun,0,
15,48889-__1511-LAMJV,5063077,Lesquin Verdun,0,
L6,48921-__L650-LAMJV,5065794,Villeneuve D Ascq Contrescarpe,0,
L6,48921-__L650-LAMJV,5065800,Villeneuve D Ascq Contrescarpe,0,
L6,48921-__L651-LAMJV,5065825,Villeneuve D Ascq Contrescarpe,0,
L6,48921-__L651-LAMJV,5065841,Villeneuve D Ascq Contrescarpe,0,
L6,48921-__L651-LAMJV,5065843,Villeneuve D Ascq Contrescarpe,0,
L6,48921-__L651-LAMJV,5065850,Villeneuve D Ascq Contrescarpe,0,
L6,48921-__L652-LAMJV,5065856,Villeneuve D Ascq Contrescarpe,0,
L6,48921-__L652-LAMJV,5065858,Villeneuve D Ascq Contrescarpe,0,
L6,48921-__L652-LAMJV,5065868,Villeneuve D Ascq Contrescarpe,0,
L6,48921-__L652-LAMJV,5065874,Villeneuve D Ascq Contrescarpe,0,
L6,48921-__L653-LAMJV,5065912,Villeneuve D Ascq Contrescarpe,0,
L6,48921-__L654-LAMJV,5065917,Villeneuve D Ascq Contrescarpe,0,
L6,48921-__L654-LAMJV,5065927,Villeneuve D Ascq Contrescarpe,0,
L6,48921-__L655-LAMJV,5065952,Villeneuve D Ascq Contrescarpe,0,
L6,48921-__L655-LAMJV,5065966,Villeneuve D Ascq Contrescarpe,0,
ME2,50027-_ME201-LAMJV,5220410,Tourcoing C.H. Dron,1,
ME2,50027-_ME203-LAMJV,5220445,Tourcoing C.H. Dron,1,
ME2,50027-_ME205-LAMJV,5220453,Tourcoing C.H. Dron,1,
ME2,50027-_ME205-LAMJV,5220457,Tourcoing C.H. Dron,1,
ME2,50027-_ME206-LAMJV,5220469,Tourcoing C.H. Dron,1,
ME2,50027-_ME206-LAMJV,5220475,Tourcoing C.H. Dron,1,
ME2,50027-_ME212-LAMJV,5220567,Tourcoing C.H. Dron,1,
ME2,50027-_ME214-LAMJV,5220601,Tourcoing C.H. Dron,1,
ME2,50027-_ME214-LAMJV,5220613,Tourcoing C.H. Dron,1,
ME2,50027-_ME217-LAMJV,5220663,Tourcoing C.H. Dron,1,
ME2,50027-_ME221-LAMJV,5220725,Tourcoing C.H. Dron,1,
ME2,50027-_ME223-LAMJV,5220759,Tourcoing C.H. Dron,1,
ME2,50027-_ME223-LAMJV,5220763,Tourcoing C.H. Dron,1,
ME2,50027-_ME224-LAMJV,5220768,Tourcoing C.H. Dron,1,
ME2,50027-_ME226-LAMJV,5220807,Tourcoing C.H. Dron,1,
ME2,50027-_ME227-LAMJV,5220818,Tourcoing C.H. Dron,1,
ME2,50027-_ME228-LAMJV,5220839,Tourcoing C.H. Dron,1,
ME2,50027-_ME230-LAMJV,5220867,Tourcoing C.H. Dron,1,
ME2,50027-_ME233-LAMJV,5220887,Tourcoing C.H. Dron,1,
ME2,50027-_ME236-LAMJV,5220917,Tourcoing C.H. Dron,1,
ME2,50027-_ME268-LAMJV,5221078,Tourcoing C.H. Dron,1,
ME2,50027-_ME268-LAMJV,5221080,Tourcoing C.H. Dron,1,
80,49950-__8041-LAMJV,5209341,Armentieres College Jean Rostand,0,
L2,49882-__L261-LAMJV,5202900,Loos Les Oliveaux,1,
L2,49882-__L261-LAMJV,5202904,Loos Les Oliveaux,1,
65,48960-__6508-S,5068738,Armentieres Armentieres Gare,0,
66,49908-__6602-S,5206078,Forest Sur Marque Eglise,0,
66,49908-__6603-S,5206082,Forest Sur Marque Eglise,0,
81,49953-__8102-S,5209402,Armentieres Armentieres Gare,1,
82,49887-__8201-S,5203026,Armentieres Armentieres Gare,1,
82,49887-__8203-S,5203034,Armentieres Armentieres Gare,1,
82,49887-__8204-S,5203037,Armentieres Armentieres Gare,1,
82,49887-__8209-S,5203049,Armentieres Armentieres Gare,1,
CITH,49065-CITH01-S,5071759,Halluin Hotel De Ville,0,
CITH,49065-CITH01-S,5071760,Halluin Hotel De Ville,0,
CITH,49065-CITH01-S,5071762,Halluin Hotel De Ville,0,
CITH,49065-CITH02-S,5071764,Halluin Hotel De Ville,0,
L99,49084-_L9911-S,5073451,Armentieres Armentieres Gare,1,
20R,49390-_20R45-LAMJVS,5117148,Sailly Lez Lannoy Tabac,0,
33,48836-__3301-S,5055411,Leers Coeur De Ville,0,
33,48836-__3302-S,5055423,Leers Coeur De Ville,0,
33,48836-__3305-S,5055466,Leers Coeur De Ville,0,
33,48836-__3306-S,5055492,Leers Coeur De Ville,0,
33,48836-__3307-S,5055509,Leers Coeur De Ville,0,
33,48836-__3307-S,5055515,Leers Coeur De Ville,0,
33,48836-__3309-S,5055530,Leers Coeur De Ville,0,
33,48836-__3309-S,5055533,Leers Coeur De Ville,0,
33,48836-__3311-S,5055553,Leers Coeur De Ville,0,
33,48836-__3311-S,5055556,Leers Coeur De Ville,0,
14,50028-__1402-S,5221231,Wattignies Cimetiere,1,
14,50028-__1403-S,5221246,Wattignies Cimetiere,1,
14,50028-__1404-S,5221264,Wattignies Cimetiere,1,
14,50028-__1404-S,5221270,Wattignies Cimetiere,1,
14,50028-__1406-S,5221295,Wattignies Marais,1,
14,50028-__1407-S,5221313,Wattignies Marais,1,
L2,49872-__L250-S,5200765,Loos Les Oliveaux,1,
L2,49872-__L251-S,5200792,Loos Les Oliveaux,1,
L2,49872-__L251-S,5200804,Loos Les Oliveaux,1,
L2,49872-__L252-S,5200818,Loos Les Oliveaux,1,
L2,49872-__L252-S,5200828,Loos Les Oliveaux,1,
L2,49872-__L254-S,5200876,Loos Les Oliveaux,1,
L2,49872-__L255-S,5200888,Loos Les Oliveaux,1,
L2,49872-__L255-S,5200892,Loos Les Oliveaux,1,
L2,49872-__L255-S,5200902,Loos Les Oliveaux,1,
L2,49872-__L255-S,5200912,Loos Les Oliveaux,1,
L5,50017-__L550-S,5219479,Marcq En Baroeul Montgolfier,1,
L5,50017-__L554-S,5219562,Marcq En Baroeul Montgolfier,1,
L5,50017-__L557-S,5219618,Marcq En Baroeul Montgolfier,1,
15,48890-__1502-S,5063159,Lesquin Verdun,0,
15,48890-__1503-S,5063182,Lesquin Verdun,0,
15,48890-__1503-S,5063184,Lesquin Verdun,0,
15,48890-__1503-S,5063186,Lesquin Verdun,0,
15,48890-__1503-S,5063194,Lesquin Verdun,0,
15,48890-__1503-S,5063202,Lesquin Verdun,0,
15,48890-__1504-S,5063216,Lesquin Verdun,0,
15,48890-__1504-S,5063224,Lesquin Verdun,0,
15,48890-__1504-S,5063228,Lesquin Verdun,0,
15,48890-__1504-S,5063240,Lesquin Verdun,0,
L6,48922-__L650-S,5066021,Villeneuve D Ascq Contrescarpe,0,
L6,48922-__L651-S,5066039,Villeneuve D Ascq Contrescarpe,0,
L6,48922-__L651-S,5066045,Villeneuve D Ascq Contrescarpe,0,
L6,48922-__L651-S,5066047,Villeneuve D Ascq Contrescarpe,0,
L6,48922-__L651-S,5066063,Villeneuve D Ascq Contrescarpe,0,
L6,48922-__L651-S,5066067,Villeneuve D Ascq Contrescarpe,0,
L6,48922-__L652-S,5066077,Villeneuve D Ascq Contrescarpe,0,
L6,48922-__L652-S,5066095,Villeneuve D Ascq Contrescarpe,0,
L6,48922-__L652-S,5066099,Villeneuve D Ascq Contrescarpe,0,
L6,48922-__L652-S,5066103,Villeneuve D Ascq Contrescarpe,0,
L6,48922-__L653-S,5066109,Villeneuve D Ascq Contrescarpe,0,
L6,48922-__L654-S,5066143,Villeneuve D Ascq Contrescarpe,0,
ME2,49550-_ME203-S,5149182,Tourcoing C.H. Dron,1,
ME2,49550-_ME204-S,5149197,Tourcoing C.H. Dron,1,
ME2,49550-_ME204-S,5149203,Tourcoing C.H. Dron,1,
ME2,49550-_ME205-S,5149215,Tourcoing C.H. Dron,1,
ME2,49550-_ME205-S,5149221,Tourcoing C.H. Dron,1,
ME2,49550-_ME206-S,5149239,Tourcoing C.H. Dron,1,
ME2,49550-_ME210-S,5149301,Tourcoing C.H. Dron,1,
ME2,49550-_ME212-S,5149340,Tourcoing C.H. Dron,1,
ME2,49550-_ME212-S,5149344,Tourcoing C.H. Dron,1,
ME2,49550-_ME213-S,5149349,Tourcoing C.H. Dron,1,
ME2,49550-_ME213-S,5149359,Tourcoing C.H. Dron,1,
ME2,49550-_ME213-S,5149361,Tourcoing C.H. Dron,1,
ME2,49550-_ME213-S,5149363,Tourcoing C.H. Dron,1,
ME2,49550-_ME214-S,5149375,Tourcoing C.H. Dron,1,
ME2,49550-_ME215-S,5149391,Tourcoing C.H. Dron,1,
ME2,49550-_ME215-S,5149393,Tourcoing C.H. Dron,1,
ME2,49550-_ME215-S,5149397,Tourcoing C.H. Dron,1,
ME2,49550-_ME215-S,5149399,Tourcoing C.H. Dron,1,
ME2,49550-_ME216-S,5149418,Tourcoing C.H. Dron,1,
ME2,49550-_ME217-S,5149427,Tourcoing C.H. Dron,1,
ME2,49550-_ME217-S,5149433,Tourcoing C.H. Dron,1,
ME2,49550-_ME218-S,5149449,Tourcoing C.H. Dron,1,
ME2,49550-_ME218-S,5149451,Tourcoing C.H. Dron,1,
ME2,49550-_ME222-S,5149524,Tourcoing C.H. Dron,1,
ME2,49550-_ME223-S,5149527,Tourcoing C.H. Dron,1,
ME2,49550-_ME224-S,5149540,Tourcoing C.H. Dron,1,
ME2,49550-_ME226-S,5149577,Tourcoing C.H. Dron,1,
ME2,49550-_ME227-S,5149597,Tourcoing C.H. Dron,1,
ME2,49550-_ME228-S,5149611,Tourcoing C.H. Dron,1,
ME2,49550-_ME232-S,5149655,Tourcoing C.H. Dron,1,
ME2,49550-_ME234-S,5149685,Tourcoing C.H. Dron,1,
ME2,49550-_ME237-S,5149711,Tourcoing C.H. Dron,1,
ME2,49550-_ME238-S,5149718,Tourcoing C.H. Dron,1,
ME2,49550-_ME242-S,5149769,Tourcoing C.H. Dron,1,
ME2,49550-_ME242-S,5149771,Tourcoing C.H. Dron,1,
ME2,49550-_ME243-S,5149778,Tourcoing C.H. Dron,1,
66,49908-__6642-S,5206171,Forest Sur Marque Eglise,0,
80,49948-__8037-S,5209281,Armentieres College Jean Rostand,0,
66,48963-__6602-D,5068889,Forest Sur Marque Eglise,0,
CITH,49066-CITH01-D,5071785,Halluin Hotel De Ville,0,
CITH,49066-CITH02-D,5071791,Halluin Hotel De Ville,0,
CITH,49066-CITH02-D,5071792,Halluin Hotel De Ville,0,
CITH,49066-CITH02-D,5071793,Halluin Hotel De Ville,0,
20R,49391-_20R45-D,5117214,Sailly Lez Lannoy Tabac,0,
27R,49412-_27R07-D,5117905,Armentieres Armentieres Gare,1,
28R,49415-_28R02-D,5117939,Illies Centre,0,
28R,49415-_28R06-D,5117943,Illies Centre,0,
65R,49433-_65R11-D,5118142,Armentieres Armentieres Gare,0,
69R,49437-_69R06-D,5118215,Sainghin En Melantois Cimetiere,1,
69R,49437-_69R24-D,5118233,Sainghin En Melantois Cimetiere,1,
82R,49797-_82R12-D,5192493,Armentieres Armentieres Gare,1,
33,48837-__3301-D,5055581,Leers Coeur De Ville,0,
14,50029-__1404-D,5221437,Wattignies Marais,1,
L2,49870-__L201-D,5200453,Loos Les Oliveaux,1,
L2,49870-__L202-D,5200497,Loos Les Oliveaux,1,
L2,49870-__L250-D,5200514,Loos Les Oliveaux,1,
L2,49870-__L250-D,5200518,Loos Les Oliveaux,1,
L2,49870-__L250-D,5200526,Loos Les Oliveaux,1,
15,48891-__1501-D,5063268,Lesquin Verdun,0,
L6,48923-__L650-D,5066188,Villeneuve D Ascq Contrescarpe,0,
L6,48923-__L650-D,5066192,Villeneuve D Ascq Contrescarpe,0,
L6,48923-__L650-D,5066200,Villeneuve D Ascq Contrescarpe,0,
L6,48923-__L651-D,5066212,Villeneuve D Ascq Contrescarpe,0,
L6,48923-__L651-D,5066222,Villeneuve D Ascq Contrescarpe,0,
L6,48923-__L651-D,5066242,Villeneuve D Ascq Contrescarpe,0,
ME2,49551-_ME201-D,5149816,Tourcoing C.H. Dron,1,
ME2,49551-_ME201-D,5149820,Tourcoing C.H. Dron,1,
ME2,49551-_ME202-D,5149840,Tourcoing C.H. Dron,1,
ME2,49551-_ME203-D,5149842,Tourcoing C.H. Dron,1,
ME2,49551-_ME205-D,5149881,Tourcoing C.H. Dron,1,
ME2,49551-_ME206-D,5149909,Tourcoing C.H. Dron,1,
ME2,49551-_ME209-D,5149957,Tourcoing C.H. Dron,1,
ME2,49551-_ME210-D,5149963,Tourcoing C.H. Dron,1,
ME2,49551-_ME210-D,5149979,Tourcoing C.H. Dron,1,
ME2,49551-_ME211-D,5149981,Tourcoing C.H. Dron,1,
ME2,49551-_ME212-D,5150007,Tourcoing C.H. Dron,1,
ME2,49551-_ME214-D,5150040,Tourcoing C.H. Dron,1,
ME2,49551-_ME217-D,5150084,Tourcoing C.H. Dron,1,
ME2,49551-_ME224-D,5150192,Tourcoing C.H. Dron,1,
ME2,49551-_ME224-D,5150198,Tourcoing C.H. Dron,1,
945,49520-_94501-LAMJV,5131208,Wattrelos College Saint Joseph,1,
60E,49995-_60E07-LAMJV,5216976,Leers Coeur De Ville,1,
236,49885-_23616-M,5202999,Radinghem En Weppes Bridoux,0,
922,50032-_92203-M,5221823,Villeneuve D Ascq Flers Bourg,1,
938,49043-_93801-M,5071224,Armentieres Armentieres Gare,0,
33,48838-__3315-M,5055794,Leers Coeur De Ville,0,
60E,49996-_60E07-LAMJV,5216992,Leers Coeur De Ville,1,
65,48961-__6509-LAMJV,5068760,Armentieres Armentieres Gare,0,
66,49910-__6620-LAMJV,5206391,Forest Sur Marque Eglise,0,
66,49910-__6623-LAMJV,5206399,Forest Sur Marque Eglise,0,
66,49910-__6624-LAMJV,5206403,Forest Sur Marque Eglise,0,
81,49954-__8104-LAMJV,5209410,Armentieres Armentieres Gare,1,
82,49889-__8201-LAMJV,5203148,Tourcoing Pt De Neuville,0,
82,49889-__8203-LAMJV,5203154,Tourcoing Pt De Neuville,0,
82,49889-__8209-LAMJV,5203167,Tourcoing Pt De Neuville,0,
CITH,49067-CITH01-LAMJV,5071802,Halluin Hotel De Ville,0,
CITH,49067-CITH03-LAMJV,5071809,Halluin Hotel De Ville,0,
CITH,49067-CITH03-LAMJV,5071812,Halluin Hotel De Ville,0,
CITH,49067-CITH06-LAMJV,5071819,Halluin Hotel De Ville,0,
CITH,49067-CITH06-LAMJV,5071823,Halluin Hotel De Ville,0,
CITH,49067-CITH06-LAMJV,5071827,Halluin Hotel De Ville,0,
Z4,49930-__Z403-LAMJV,5207743,Bondues Bondues Ravennes,0,
Z4,49930-__Z404-LAMJV,5207744,Bondues Bondues Ravennes,0,
33,48839-__3303-LAMJV,5055840,Leers Coeur De Ville,0,
33,48839-__3303-LAMJV,5055846,Leers Coeur De Ville,0,
33,48839-__3308-LAMJV,5055902,Leers Coeur De Ville,0,
33,48839-__3310-LAMJV,5055916,Leers Coeur De Ville,0,
33,48839-__3310-LAMJV,5055919,Leers Coeur De Ville,0,
33,48839-__3312-LAMJV,5055934,Leers Coeur De Ville,0,
33,48839-__3313-LAMJV,5055943,Leers Coeur De Ville,0,
33,48839-__3314-LAMJV,5055954,Leers Coeur De Ville,0,
33,48839-__3314-LAMJV,5055960,Leers Coeur De Ville,0,
14,50031-__1401-LAMJV,5221656,Wattignies Cimetiere,1,
14,50031-__1402-LAMJV,5221665,Wattignies Marais,1,
14,50031-__1404-LAMJV,5221689,Wattignies Marais,1,
14,50031-__1404-LAMJV,5221697,Wattignies Cimetiere,1,
14,50031-__1404-LAMJV,5221701,Wattignies Cimetiere,1,
14,50031-__1410-LAMJV,5221775,Wattignies Marais,1,
L2,49873-__L250-LAMJV,5200921,Loos Les Oliveaux,1,
L2,49873-__L250-LAMJV,5200931,Loos Les Oliveaux,1,
L2,49873-__L252-LAMJV,5200989,Loos Les Oliveaux,1,
L2,49873-__L253-LAMJV,5201022,Loos Les Oliveaux,1,
L2,49873-__L254-LAMJV,5201052,Loos Les Oliveaux,1,
L2,49873-__L255-LAMJV,5201068,Loos Les Oliveaux,1,
L2,49873-__L255-LAMJV,5201082,Loos Les Oliveaux,1,
L2,49873-__L256-LAMJV,5201090,Loos Les Oliveaux,1,
L2,49873-__L257-LAMJV,5201121,Loos Les Oliveaux,1,
L5,50026-__L550-LAMJV,5220089,Marcq En Baroeul Montgolfier,1,
L5,50026-__L556-LAMJV,5220211,Marcq En Baroeul Montgolfier,1,
L5,50026-__L556-LAMJV,5220217,Marcq En Baroeul Montgolfier,1,
L6,48943-__L650-LAMJV,5067907,Villeneuve D Ascq Contrescarpe,0,
L6,48943-__L650-LAMJV,5067917,Villeneuve D Ascq Contrescarpe,0,
L6,48943-__L651-LAMJV,5067958,Villeneuve D Ascq Contrescarpe,0,
L6,48943-__L652-LAMJV,5067983,Villeneuve D Ascq Contrescarpe,0,
L6,48943-__L652-LAMJV,5067989,Villeneuve D Ascq Contrescarpe,0,
L6,48943-__L653-LAMJV,5068005,Villeneuve D Ascq Contrescarpe,0,
L6,48943-__L653-LAMJV,5068013,Villeneuve D Ascq Contrescarpe,0,
L6,48943-__L654-LAMJV,5068034,Villeneuve D Ascq Contrescarpe,0,
L6,48943-__L654-LAMJV,5068040,Villeneuve D Ascq Contrescarpe,0,
L6,48943-__L655-LAMJV,5068071,Villeneuve D Ascq Contrescarpe,0,
L6,48943-__L656-LAMJV,5068089,Villeneuve D Ascq Contrescarpe,0,
L6,48943-__L656-LAMJV,5068100,Villeneuve D Ascq Contrescarpe,0,
15,49766-__1502-LAMJV,5188723,Lesquin Verdun,0,
15,49766-__1502-LAMJV,5188725,Lesquin Verdun,0,
15,49766-__1502-LAMJV,5188733,Lesquin Verdun,0,
15,49766-__1502-LAMJV,5188737,Lesquin Verdun,0,
15,49766-__1504-LAMJV,5188761,Lesquin Verdun,0,
15,49766-__1504-LAMJV,5188765,Lesquin Verdun,0,
15,49766-__1504-LAMJV,5188787,Lesquin Verdun,0,
15,49766-__1505-LAMJV,5188799,Lesquin Verdun,0,
15,49766-__1506-LAMJV,5188812,Lesquin Verdun,0,
15,49766-__1506-LAMJV,5188816,Lesquin Verdun,0,
15,49766-__1509-LAMJV,5188851,Lesquin Verdun,0,
L99,49085-_L9912-V,5073584,Armentieres Armentieres Gare,1,
945,49050-_94511-A,5071274,Leers Coeur De Ville,0,
65R,49434-_65R06-LAMJV,5118148,Armentieres Armentieres Gare,0,
69R,49438-_69R06-LAMJV,5118243,Sainghin En Melantois Cimetiere,1,
909,49026-_90908-LAJV,5071113,Wambrechies Paul Verlaine,1,
909,49026-_90914-LAJV,5071114,Wambrechies Paul Verlaine,1,
82R,49452-_82R01-D,5118454,Tourcoing Pt De Neuville,0,
82R,49452-_82R02-D,5118455,Armentieres Armentieres Gare,1,
82R,49452-_82R04-D,5118457,Armentieres Armentieres Gare,1,
82R,49452-_82R08-D,5118461,Armentieres Armentieres Gare,1,
82R,49452-_82R11-D,5118464,Tourcoing Pt De Neuville,0,
60E,49979-_60E03-LAMJV,5214188,Leers Coeur De Ville,1,
82,49801-__8202-LAMJV,5192666,Armentieres Armentieres Gare,1,
82,49801-__8205-LAMJV,5192674,Tourcoing Pt De Neuville,0,
82,49801-__8212-LAMJV,5192697,Tourcoing Pt De Neuville,0,
33,48067-__3301-S,4979909,Leers Coeur De Ville,0,
L6,48221-__L651-S,4994091,Villeneuve D Ascq Contrescarpe,0,
L6,48221-__L651-S,4994095,Villeneuve D Ascq Contrescarpe,0,
L6,48221-__L651-S,4994105,Villeneuve D Ascq Contrescarpe,0,
L6,48221-__L651-S,4994107,Villeneuve D Ascq Contrescarpe,0,
L6,48221-__L651-S,4994111,Villeneuve D Ascq Contrescarpe,0,
L6,48221-__L651-S,4994121,Villeneuve D Ascq Contrescarpe,0,
L6,48221-__L651-S,4994123,Villeneuve D Ascq Contrescarpe,0,
L6,48221-__L652-S,4994145,Villeneuve D Ascq Contrescarpe,0,
L6,48221-__L653-S,4994179,Villeneuve D Ascq Contrescarpe,0,
L6,48221-__L653-S,4994185,Villeneuve D Ascq Contrescarpe,0,
L6,48221-__L654-S,4994215,Villeneuve D Ascq Contrescarpe,0,
15,48183-__1501-S,4991347,Lesquin Verdun,0,
15,48183-__1501-S,4991351,Lesquin Verdun,0,
15,48183-__1501-S,4991355,Lesquin Verdun,0,
15,48183-__1501-S,4991357,Lesquin Verdun,0,
15,48183-__1502-S,4991396,Lesquin Verdun,0,
15,48183-__1502-S,4991400,Lesquin Verdun,0,
15,48183-__1503-S,4991412,Lesquin Verdun,0,
15,48183-__1503-S,4991422,Lesquin Verdun,0,
33,48067-__3304-S,4979953,Leers Coeur De Ville,0,
33,48067-__3305-S,4979974,Leers Coeur De Ville,0,
14,49177-__1402-S,5104197,Wattignies Cimetiere,1,
14,49177-__1403-S,5104214,Wattignies Marais,1,
14,49177-__1404-S,5104228,Wattignies Cimetiere,1,
14,49177-__1404-S,5104230,Wattignies Cimetiere,1,
14,49177-__1405-S,5104238,Wattignies Marais,1,
14,49177-__1407-S,5104262,Wattignies Marais,1,
14,49177-__1407-S,5104264,Wattignies Cimetiere,1,
14,49177-__1408-S,5104280,Wattignies Cimetiere,1,
14,49177-__1409-S,5104293,Wattignies Marais,1,
14,49177-__1411-S,5104307,Wattignies Marais,1,
L2,48129-__L252-S,4987815,Loos Les Oliveaux,1,
L2,48129-__L252-S,4987823,Loos Les Oliveaux,1,
L2,48129-__L253-S,4987846,Loos Les Oliveaux,1,
L2,48129-__L254-S,4987863,Loos Les Oliveaux,1,
15,48184-__1502-D,4991474,Lesquin Verdun,0,
15,48184-__1502-D,4991486,Lesquin Verdun,0,
L6,48222-__L651-D,4994238,Villeneuve D Ascq Contrescarpe,0,
L6,48222-__L652-D,4994268,Villeneuve D Ascq Contrescarpe,0,
33,48068-__3301-D,4980003,Leers Coeur De Ville,0,
33,48068-__3301-D,4980006,Leers Coeur De Ville,0,
14,49178-__1402-D,5104333,Wattignies Cimetiere,1,
14,49178-__1404-D,5104371,Wattignies Cimetiere,1,
14,49178-__1405-D,5104381,Wattignies Cimetiere,1,
L2,48130-__L201-D,4987889,Loos Les Oliveaux,1,
L2,48130-__L201-D,4987911,Loos Les Oliveaux,1,
L2,48130-__L250-D,4987924,Loos Les Oliveaux,1,
L2,48130-__L250-D,4987926,Loos Les Oliveaux,1,
L2,48130-__L250-D,4987930,Loos Les Oliveaux,1,
15,48182-__1501-LAMJV,4991255,Lesquin Verdun,0,
15,48182-__1501-LAMJV,4991269,Lesquin Verdun,0,
15,48182-__1501-LAMJV,4991271,Lesquin Verdun,0,
15,48182-__1501-LAMJV,4991273,Lesquin Verdun,0,
15,48182-__1502-LAMJV,4991282,Lesquin Verdun,0,
15,48182-__1502-LAMJV,4991286,Lesquin Verdun,0,
15,48182-__1502-LAMJV,4991300,Lesquin Verdun,0,
15,48182-__1502-LAMJV,4991304,Lesquin Verdun,0,
15,48182-__1503-LAMJV,4991308,Lesquin Verdun,0,
L6,48220-__L650-LAMJV,4993956,Villeneuve D Ascq Contrescarpe,0,
L6,48220-__L650-LAMJV,4993970,Villeneuve D Ascq Contrescarpe,0,
L6,48220-__L650-LAMJV,4993972,Villeneuve D Ascq Contrescarpe,0,
L6,48220-__L650-LAMJV,4993980,Villeneuve D Ascq Contrescarpe,0,
L6,48220-__L651-LAMJV,4994008,Villeneuve D Ascq Contrescarpe,0,
L6,48220-__L652-LAMJV,4994028,Villeneuve D Ascq Contrescarpe,0,
L6,48220-__L652-LAMJV,4994032,Villeneuve D Ascq Contrescarpe,0,
L6,48220-__L652-LAMJV,4994052,Villeneuve D Ascq Contrescarpe,0,
L6,48220-__L652-LAMJV,4994054,Villeneuve D Ascq Contrescarpe,0,
L6,48220-__L653-LAMJV,4994066,Villeneuve D Ascq Contrescarpe,0,
